addresses_roadtype_name,addresses_end_street_number,geo_epgs_4326_lon,values_attribute_name,estimated_dates,addresses_road_name,values_category,addresses_zip_code,secondary_filters_id,values_value,addresses_town,secondary_filters_name,secondary_filters_tree,start_date,addresses_district_name,end_date,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,secondary_filters_asia_id,secondary_filters_fullpath,geo_epgs_4326_lat,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
,,2.1693209608633732,Tel.,,G.V. Corts Catalanes,Telèfons,8007,54731068,930187000,BARCELONA,Hotels 5 estr.,651,,Eixample,,430552.3149241252,619,﻿99400603507,,True,2,,,7,1,Hotel  Almanac - HB-004806,169409,2018-07-12T10:30:09,4582446.586343472,,2022-09-17T10:50:03.718707,65103001000000,Planol BCN >> Allotjament >> Hotels >> Hotels 5 estr.,41.39055379413723,,232173,la Dreta de l'Eixample,True,20001
,,2.1420082494613,Tel.,,Av Sarrià,Telèfons,8029,54731068,934106060,BARCELONA,Hotels 5 estr.,651,,Les Corts,,428269.42209540453,50,﻿75990209975,,True,4,,,19,2,Hotel Melià Barcelona Sarrià- HB-003463,320704,1996-09-18T00:00:00,4582526.121090869,,2023-10-03T10:40:49.467529,65103001000000,Planol BCN >> Allotjament >> Hotels >> Hotels 5 estr.,41.391069780547305,,146757,les Corts,True,20001
,,2.1660849408702276,Tel.,,C Diputació,Telèfons,8007,54731069,933930970,BARCELONA,Hotels 4 estr.,651,,Eixample,,430280.9935773788,257,﻿75990210196,,True,2,,,7,3,Hotel Exe Cristal Palace - HB-000372,100800,1996-09-18T00:00:00,4582368.524049294,,2023-10-03T10:16:49.995969,65103001000001,Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr.,41.38982724010406,,146766,la Dreta de l'Eixample,True,20001
,,2.1709265519982144,Tel.,,C Rambla,Telèfons,8002,54731068,933186200,BARCELONA,Hotels 5 estr.,651,,Ciutat Vella,,430679.4888403745,111,﻿75990231016,,True,1,,,1,4,Hotel Le Meridien Barcelona - HB-000039,34308,1996-09-18T00:00:00,4581707.348583087,,2023-10-03T10:03:11.040213,65103001000000,Planol BCN >> Allotjament >> Hotels >> Hotels 5 estr.,41.3839066821341,,147047,el Raval,True,20001
,,2.1780663307951977,Tel.,,C Nou de Sant Francesc,Telèfons,8002,54731072,933173019,BARCELONA,Hotels 1 estr.,651,,Ciutat Vella,,431270.81321466377,40,﻿75990359936,,True,1,,,2,5,Hotel Cantón - HB-002816,231207,1996-09-18T00:00:00,4581105.679576157,,2023-10-03T10:02:55.182733,65103001000004,Planol BCN >> Allotjament >> Hotels >> Hotels 1 estr.,41.3785383572826,,151409,el Barri Gòtic,True,20001
,,2.1592589542910208,Tel.,,C Muntaner,Telèfons,8011,54731070,934510402,BARCELONA,Hotels 3 estr.,651,,Eixample,,429707.1772208559,60,﻿99400282018,,True,2,,,8,6,Aparthotel Aramunt - HB-004446,223606,2011-11-17T12:41:54,4582051.610022816,,2022-09-17T07:43:31.969782,65103001000002,Planol BCN >> Allotjament >> Hotels >> Hotels 3 estr.,41.38692296153267,,224724,l'Antiga Esquerra de l'Eixample,True,20001
,,2.155666678528093,Tel.,,Av Paral·lel,Telèfons,8015,54731070,935579797,BARCELONA,Hotels 3 estr.,651,,Eixample,,429394.17353546945,172,﻿99400295782,,True,2,,,10,7,Hotel HCC Lugano - HB-004598,198804,2012-06-21T11:22:22,4580755.3346092785,,2022-09-17T07:49:08.308795,65103001000002,Planol BCN >> Allotjament >> Hotels >> Hotels 3 estr.,41.37522043634626,,225025,Sant Antoni,True,20001
,,2.177749636087513,Tel.,,Av Francesc Cambó,Telèfons,8003,54731068,936263330,BARCELONA,Hotels 5 estr.,651,,Ciutat Vella,,431252.21122577286,14,﻿99400609201,,True,1,,,4,8,Hotel The Barcelona Edition - HB-004837,132952,2018-09-25T12:22:56,4581936.461464158,,2022-09-17T10:54:38.578469,65103001000000,Planol BCN >> Allotjament >> Hotels >> Hotels 5 estr.,41.386019379559194,,232470,"Sant Pere, Santa Caterina i la Ribera",True,20001
,,2.167463268055395,Tel.,,Rda Universitat,Telèfons,8007,54731068,932408419,BARCELONA,Hotels 5 estr.,651,,Eixample,,430393.0425571435,18,﻿99400628911,,True,2,,,7,9,Hotel Exe Plaza Catalunya- HB-004828,349309,2019-05-29T15:58:33,4582035.770319282,,2022-09-17T11:03:46.286458,65103001000000,Planol BCN >> Allotjament >> Hotels >> Hotels 5 estr.,41.386839939302114,,233153,la Dreta de l'Eixample,True,20001
,,2.172491156193394,Tel.,,Av Paral·lel,Telèfons,8001,54731070,932308500,BARCELONA,Hotels 3 estr.,651,,Ciutat Vella,,430800.8948631999,40,﻿99400101190,,True,1,,,1,10,Hotel SERHS del Port - HB-004303,198804,2004-12-13T11:12:44,4580720.036244766,,2022-09-17T06:21:25.288842,65103001000002,Planol BCN >> Allotjament >> Hotels >> Hotels 3 estr.,41.37502470594311,,212472,el Raval,True,20001
