addresses_roadtype_name,addresses_end_street_number,geo_epgs_4326_lon,values_attribute_name,estimated_dates,addresses_road_name,values_category,addresses_zip_code,secondary_filters_id,values_value,addresses_town,secondary_filters_name,secondary_filters_tree,start_date,addresses_district_name,end_date,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,secondary_filters_asia_id,secondary_filters_fullpath,geo_epgs_4326_lat,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
,,2.1672378540759167,Tel.,,C Reina Amàlia,Telèfons,8001,55733068,933298602,BARCELONA,Casals d'avis,651,,Ciutat Vella,,430363.6660694855,31,﻿92086011061,,True,1,,,1,1,Casal de Gent Gran Josep Trueta,277809,1985-02-21T00:00:00,4580940.1240065275,,2024-07-01T13:33:34.620985,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.376969254254014,,163827,el Raval,True,20001
,,2.1672378540759167,Tel.,,C Reina Amàlia,Telèfons,8001,66731068,933298602,BARCELONA,WiFi BCN,651,,Ciutat Vella,,430363.6660694855,31,﻿92086011061,,True,1,,,1,2,Casal de Gent Gran Josep Trueta,277809,1985-02-21T00:00:00,4580940.1240065275,,2024-07-01T13:33:34.620985,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.376969254254014,,163827,el Raval,True,20001
,,2.1702322939468015,Tel.,,Nàpols,Telèfons,8025,55733068,934577813,BARCELONA,Casals d'avis,651,,Eixample,,430640.9147960985,257,﻿92086011103,,True,2,,,7,3,EspaiCaixa Sagrada Familia,225500,1987-05-14T00:00:00,4583741.486729894,,2023-02-01T16:52:23.967573,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.4022241805764,,163666,la Dreta de l'Eixample,True,20001
,,2.145191297424601,Tel.,,C Sant Hermenegild,Telèfons,8006,55733068,932003931,BARCELONA,Casals d'avis,651,,Sarrià-Sant Gervasi,,428549.37307734945,11,﻿92086011115,,True,5,,,27,4,Club Vedruna,302906,1985-02-21T00:00:00,4583925.863496301,,2022-09-17T04:16:15.955529,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.40370163428356,,163671,el Putxet i el Farró,True,20001
,,2.1399993174413585,Tel.,,C Berlinès,Telèfons,8006,55733068,938823708,BARCELONA,Casals d'avis,651,,Sarrià-Sant Gervasi,,428115.2592965874,4,﻿92086011118,,True,5,,,26,5,Espai Caixa Bonanova,40402,1985-02-21T00:00:00,4583917.140489376,,2024-11-07T16:36:43.112773,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.403584370876146,,163673,Sant Gervasi - Galvany,True,20001
,,2.1797346825803365,Centraleta,,Correu Vell,Telèfons,8002,55733068,932563270,BARCELONA,Casals d'avis,651,,Ciutat Vella,,431413.6127555085,5,﻿92086011059,,True,1,,,2,6,Casal de Gent Gran Pati Llimona,91800,1985-02-21T00:00:00,4581452.246222505,,2024-06-21T13:26:45.553284,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.381671969708705,,163661,el Barri Gòtic,True,20003
,,2.1797346825803365,Centraleta,,Correu Vell,Telèfons,8002,66731068,932563270,BARCELONA,WiFi BCN,651,,Ciutat Vella,,431413.6127555085,5,﻿92086011059,,True,1,,,2,7,Casal de Gent Gran Pati Llimona,91800,1985-02-21T00:00:00,4581452.246222505,,2024-06-21T13:26:45.553284,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.381671969708705,,163661,el Barri Gòtic,True,20003
,,2.181022105416669,Tel.,,C Allada-Vermell,Telèfons,8003,55733068,933196804,BARCELONA,Casals d'avis,651,,Ciutat Vella,,431527.13152562594,3,﻿92086011080,,True,1,,,4,8,EspaiCaixa Tantarantana - Barri Ribera,12906,1985-02-21T00:00:00,4582072.376193652,,2022-09-17T04:16:11.111595,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.38726697189599,,163663,"Sant Pere, Santa Caterina i la Ribera",True,20001
,,2.1335003201135647,Tel.,,C Violant Hongria Rna Aragó,Telèfons,8028,55733068,934111214,BARCELONA,Casals d'avis,651,,Sants-Montjuïc,,427545.8953893179,135,﻿92086011106,,True,3,,,18,9,Casal Cívic i Comunitari Sants,365000,1985-02-21T00:00:00,4581309.844805536,,2024-09-30T13:09:55.343249,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.38005041258113,,163873,Sants,True,20001
,,2.1783656547350856,Tel.,,Carrer de Vallcivera,Telèfons,8033,55733072,933 591 251,Barcelona,Centres cívics,651,,Nou Barris,,431382.3852707189,14,﻿92086019602,,True,8,,,55,10,Centre Cívic Zona Nord,351606,1987-03-17T00:00:00,4590227.012690122,,2024-06-25T15:04:12.026047,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,41.46070056717623,,166163,Ciutat Meridiana,True,20001
,,2.1783656547350856,Tel.,,Carrer de Vallcivera,Telèfons,8033,66731068,933 591 251,Barcelona,WiFi BCN,651,,Nou Barris,,431382.3852707189,14,﻿92086019602,,True,8,,,55,11,Centre Cívic Zona Nord,351606,1987-03-17T00:00:00,4590227.012690122,,2024-06-25T15:04:12.026047,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.46070056717623,,166163,Ciutat Meridiana,True,20001
,,2.1411653630200176,Informació,,Carrer del Guadalquivir,Telèfons,8038,55733068,933327805,Barcelona,Casals d'avis,651,,Sants-Montjuïc,,428168.75872427796,2,﻿92086011107,,True,3,,,13,12,Espai de Gent Gran  El Polvorí,151108,1985-01-21T00:00:00,4579479.601807136,,2024-07-05T10:29:09.128789,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.36362191725007,,163668,la Marina de Port,True,20006
,,2.1411653630200176,Informació,,Carrer del Guadalquivir,Telèfons,8038,66731068,933327805,Barcelona,WiFi BCN,651,,Sants-Montjuïc,,428168.75872427796,2,﻿92086011107,,True,3,,,13,13,Espai de Gent Gran  El Polvorí,151108,1985-01-21T00:00:00,4579479.601807136,,2024-07-05T10:29:09.128789,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.36362191725007,,163668,la Marina de Port,True,20006
,,2.134157567962007,Tel.,,C Joan Güell,Telèfons,8028,55733068,933307516,BARCELONA,Casals d'avis,651,,Sants-Montjuïc,,427596.76898279646,23,﻿92086011109,,True,3,,,18,14,EspaiCaixa Sants,172403,1985-02-21T00:00:00,4580900.485812132,,2023-02-01T17:03:00.434650,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.3763680532604,,163669,Sants,True,20001
,,2.147463352453342,Tel.,,C Marià Cubí,Telèfons,8021,55733068,935668316,BARCELONA,Casals d'avis,651,,Sarrià-Sant Gervasi,,428731.8644646129,111,﻿92086011117,,True,5,,,26,15,Casal de Gent Gran de Sant Ildefons,196900,1985-02-21T00:00:00,4583169.588911196,,2024-06-25T11:53:42.560125,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.39690636103055,,163337,Sant Gervasi - Galvany,True,20001
,,2.204474971878569,Tel.,,Carrer de Binèfar,Telèfons,8020,55733068,937 062 210,Barcelona,Casals d'avis,651,,Sant Martí,,433526.72425898875,16,﻿92086010421,,True,10,,,73,16,Casal de Gent Gran de la Verneda Alta,700037,1987-10-19T00:00:00,4586271.985638606,,2024-06-26T12:10:09.018597,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.4252594528991,,163963,la Verneda i la Pau,True,20001
,,2.204474971878569,Tel.,,Carrer de Binèfar,Telèfons,8020,66731068,937 062 210,Barcelona,WiFi BCN,651,,Sant Martí,,433526.72425898875,16,﻿92086010421,,True,10,,,73,17,Casal de Gent Gran de la Verneda Alta,700037,1987-10-19T00:00:00,4586271.985638606,,2024-06-26T12:10:09.018597,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.4252594528991,,163963,la Verneda i la Pau,True,20001
,,2.194364980148264,Tel.,,C Doctor Zamenhof,Telèfons,8020,55733068,933074695,BARCELONA,Casals d'avis,651,,Sant Martí,,432673.68971607194,25,﻿92086010424,92086010423,True,10,,,72,18,Casal d'Avis Provençals,104200,1987-10-19T00:00:00,4585393.35703383,Associació de Veïns de Provençals La Verneda,2024-01-02T09:35:42.338044,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.417274883086606,,163600,Sant Martí de Provençals,True,20001
,,2.1443205163413563,Tel.,,Carrer del Foc,Telèfons,8038,55732070,934224300,Barcelona,Auditoris,651,,Sants-Montjuïc,,428426.81434032274,128,﻿92086026021,,True,3,,,13,19,Espai Jove La Bàscula,135203,1988-03-08T00:00:00,4578885.494664323,,2024-07-05T10:11:50.534506,65103002001002,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Auditoris",41.35829397580574,,166385,la Marina de Port,True,20001
,,2.1443205163413563,Tel.,,Carrer del Foc,Telèfons,8038,55733071,934224300,Barcelona,Casals i espais per a joves,651,,Sants-Montjuïc,,428426.81434032274,128,﻿92086026021,,True,3,,,13,20,Espai Jove La Bàscula,135203,1988-03-08T00:00:00,4578885.494664323,,2024-07-05T10:11:50.534506,65103002002003,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals i espais per a joves,41.35829397580574,,166385,la Marina de Port,True,20001
,,2.139088742010841,Tel.,,Carrer de la Mare de Déu de Port,Telèfons,8038,55733072,933313498,Barcelona,Centres cívics,651,,Sants-Montjuïc,,427995.699393935,397,﻿92086020976,,True,3,,,13,21,Centre Cívic La Cadena,230601,1987-05-08T00:00:00,4579544.449137029,,2024-11-12T12:52:49.071471,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,41.36419051493964,,166020,la Marina de Port,True,20001
,,2.139088742010841,Tel.,,Carrer de la Mare de Déu de Port,Telèfons,8038,66731068,933313498,Barcelona,WiFi BCN,651,,Sants-Montjuïc,,427995.699393935,397,﻿92086020976,,True,3,,,13,22,Centre Cívic La Cadena,230601,1987-05-08T00:00:00,4579544.449137029,,2024-11-12T12:52:49.071471,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.36419051493964,,166020,la Marina de Port,True,20001
,,2.102545331836101,Tel.,,Carrer d'Elisa Moragas i Badia,Telèfons,8017,55733071,934069053,Barcelona,Casals i espais per a joves,651,,Sarrià-Sant Gervasi,,424998.14827972045,16,﻿99400582289,99400010093,True,5,,,22,23,Espai d'Adolescents i Joves,280803,2018-04-05T00:00:00,4585259.666722348,Centre Cívic Vallvidrera Vázquez Montalbán,2021-09-17T08:06:39.048298,65103002002003,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals i espais per a joves,41.41539106451316,,231803,"Vallvidrera, el Tibidabo i les Planes",True,20001
,,2.1875023372106566,Tel.,,C Garbí,Telèfons,8033,55733069,677408154,BARCELONA,Casals de barri,651,,Nou Barris,,432137.0621340659,3,﻿99400582519,,True,8,,,53,24,Casal de Barri de Trinitat Nova,139907,2018-04-09T13:55:57,4589328.714587219,,2023-09-08T10:25:17.167623,65103002002001,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri,41.452674128445565,,231348,la Trinitat Nova,True,20001
,,2.1230151731334868,Tel.,,Plaça de Pere Figuera i Serra,Telèfons,8017,55733068,932032143,Barcelona,Casals d'avis,651,,Sarrià-Sant Gervasi,,426690.91323157924,1,﻿99400037179,,True,5,,,23,25,Casal de Gent Gran Can Fàbregas,701254,2003-03-31T17:37:44,4583468.964554714,,2023-01-10T11:04:09.567422,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.39941923306262,,205863,Sarrià,True,20001
,,2.1589209139122594,Tel.,,Enric Granados,Telèfons,8008,55733068,667421304,BARCELONA,Casals d'avis,651,,Eixample,,429682.5623815156,47,﻿92184122533,,True,2,,,8,26,Espai de Gent Gran Maria Aurèlia Capmany,110304,1992-07-02T00:00:00,4582427.759347407,,2024-07-25T12:52:10.269988,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.390308658077956,,618278,l'Antiga Esquerra de l'Eixample,False,20001
,,2.1589209139122594,Tel.,,Enric Granados,Telèfons,8008,66731068,667421304,BARCELONA,WiFi BCN,651,,Eixample,,429682.5623815156,47,﻿92184122533,,True,2,,,8,27,Espai de Gent Gran Maria Aurèlia Capmany,110304,1992-07-02T00:00:00,4582427.759347407,,2024-07-25T12:52:10.269988,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.390308658077956,,618278,l'Antiga Esquerra de l'Eixample,False,20001
,,2.149915320833742,Tel.,,C Aldea,Telèfons,8023,55733070,932562886,BARCELONA,Casals infantils,651,,Gràcia,,428960.4827350506,15,﻿93020140123,92127125234,True,6,,,29,28,Casal Infantil El Coll,7804,1993-01-20T00:00:00,4585576.701487252,Centre Cívic El Coll - La Bruguera,2022-03-11T14:19:49.247968,65103002002002,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals infantils,41.41860650477411,,172654,el Coll,True,20001
,,2.206836204315639,Tel.,,Carrer de Josep Pla,Telèfons,8020,55733069,93 305 12 04,Barcelona,Casals de barri,651,,Sant Martí,,433714.4796418421,174,﻿99400549066,,True,10,,,71,29,Casal Ca l'Isidret,143609,2017-10-18T15:15:55,4585227.66385461,,2024-08-01T07:42:28.269068,65103002002001,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri,41.415869059363075,,502168,Provençals del Poblenou,False,20001
,,2.181725967522791,Tel.,,C Comerç,Telèfons,8003,55733070,932565000,BARCELONA,Casals infantils,651,,Ciutat Vella,,431586.1399487076,36,﻿99400065821,98286141841,True,1,,,4,30,Casal Infantil Convent Sant Agustí,85400,2003-11-13T14:28:56,4582088.723046084,Centre Cívic Convent de Sant Agustí,2021-07-06T17:18:34.456425,65103002002002,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals infantils,41.38741922402338,,207481,"Sant Pere, Santa Caterina i la Ribera",True,20001
,6,2.1804979230525,Centraleta,,Carrer de Pablo Iglesias,Telèfons,8016,55733068,933502904,Barcelona,Casals d'avis,651,,Nou Barris,,431540.731,6,﻿99400038461,,True,8,,,52,31,Casal Cívic i Comunitari  Prosperitat,351708,2003-04-29T11:30:26,4588141.776,,2024-09-06T12:13:07.893310,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.44193318571637,,207418,la Prosperitat,True,20003
,,2.1348865716518017,,,C Violant Hongria Reina Aragó,,8014,55733071,,BARCELONA,Casals i espais per a joves,651,,Sants-Montjuïc,,427662.3982441945,151,﻿99400574142,,True,3,,,18,32,Casal de Joves de Sants,365000,2018-01-12T14:27:54,4581367.545267319,,2022-09-17T09:10:33.216476,65103002002003,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals i espais per a joves,41.380580580774954,,,Sants,,
,,2.102545331836101,Tel.,,Carrer d'Elisa Moragas i Badia,Telèfons,8017,55733072,934069053,Barcelona,Centres cívics,651,,Sarrià-Sant Gervasi,,424998.14827972045,16,﻿99400010093,,False,5,,,22,33,Centre Cívic Vallvidrera Vázquez Montalbán,280803,2002-06-27T14:20:06,4585259.666722348,,2024-11-15T08:17:50.717043,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,41.41539106451316,,204874,"Vallvidrera, el Tibidabo i les Planes",True,20001
,,2.102545331836101,Tel.,,Carrer d'Elisa Moragas i Badia,Telèfons,8017,66731068,934069053,Barcelona,WiFi BCN,651,,Sarrià-Sant Gervasi,,424998.14827972045,16,﻿99400010093,,False,5,,,22,34,Centre Cívic Vallvidrera Vázquez Montalbán,280803,2002-06-27T14:20:06,4585259.666722348,,2024-11-15T08:17:50.717043,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.41539106451316,,204874,"Vallvidrera, el Tibidabo i les Planes",True,20001
