addresses_roadtype_name,addresses_end_street_number,geo_epgs_4326_lon,values_attribute_name,estimated_dates,addresses_road_name,values_category,addresses_zip_code,secondary_filters_id,values_value,addresses_town,secondary_filters_name,secondary_filters_tree,start_date,addresses_district_name,end_date,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,secondary_filters_asia_id,secondary_filters_fullpath,geo_epgs_4326_lat,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
,,2.1799199184547917,Tel.,,C Malgrat,Telèfons,8016,54732069,938539304,BARCELONA,Pensions,651,,Nou Barris,,431478.06607591145,40,﻿99400608565,,True,8,,,44,1,Hostal Lm Rooms Bcn - HB-004741,190700,2018-09-14T13:45:25,4586624.244797156,,2022-09-17T10:54:23.934466,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.42825999570545,,232523,Vilapicina i la Torre Llobeta,True,20001
,,2.1602260741324857,Tel.,,C Villarroel,Telèfons,8011,54732069,931621995,BARCELONA,Pensions,651,,Eixample,,429783.26958403713,47,﻿99400392354,,True,2,,,10,2,Hostal Els Àngels - HB-003356,363809,2015-07-24T10:18:31,4581558.848847402,,2022-09-17T08:25:22.810523,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.38249147192892,,227107,Sant Antoni,True,20001
,,2.154173044178931,Tel.,,C Riera de Sant Miquel,Telèfons,8006,54732069,932389307,BARCELONA,Pensions,651,,Gràcia,,429294.77495269396,74,﻿99400392372,,True,6,,,31,3,Hostals Exprés 4 - HB-004605,282401,2015-07-24T11:33:07,4583369.559078767,,2022-09-17T08:25:26.120290,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.39875711045786,,227409,la Vila de Gràcia,True,20001
,,2.158214619795345,Tel.,,C Enric Granados,Telèfons,8008,54732069,935329393,BARCELONA,Pensions,651,,Eixample,,429624.3889279486,44,﻿99400392388,,True,2,,,8,4,Hostal Forget Me Not - HB-004588,110304,2015-07-24T12:08:42,4582518.502449938,,2022-09-17T08:25:28.764548,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.39112086172775,,227492,l'Antiga Esquerra de l'Eixample,True,20001
,,2.146632432685554,Tel.,,C Saragossa,Telèfons,8006,54732069,934879762,BARCELONA,Pensions,651,,Sarrià-Sant Gervasi,,428669.8679062727,95,﻿99400347083,,True,5,,,27,5,Hostal Barcelona City North - HB-004288,369306,2014-07-09T14:12:01,4583928.124499686,,2022-09-17T08:07:29.298324,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.40373269815243,,226231,el Putxet i el Farró,True,20001
,,2.148208217650252,Tel.,,C Dénia,Telèfons,8006,54732069,934879762,BARCELONA,Pensions,651,,Sarrià-Sant Gervasi,,428796.4667867527,32,﻿99400347087,,True,5,,,26,6,Hostal Barcelona City Street - HB-003889,98800,2014-07-09T14:19:34,4583406.414614718,,2022-09-17T08:07:34.131126,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.39904508234718,,226232,Sant Gervasi - Galvany,True,20001
,,2.1717609446877093,Tel.,,C Pau Claris,Telèfons,8010,54732069,933022565,BARCELONA,Pensions,651,,Eixample,,430755.0939797728,74,﻿75990717932,,True,2,,,7,7,Hostal Goya - HB-000320,247659,2001-10-27T00:00:00,4582317.626643337,,2023-10-03T10:14:50.833760,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.38940977802362,,158213,la Dreta de l'Eixample,True,20001
,,2.172521928271716,,,C Fontanella,,8010,54732069,,BARCELONA,Pensions,651,,Ciutat Vella,,430817.23740772513,16,﻿75990056141,,True,1,,,2,8,Hostal Lima - HB-000362,130403,1996-09-18T00:00:00,4582162.123173394,,2023-10-03T10:03:47.003712,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.388014554249374,,,el Barri Gòtic,,
,,2.183729546734769,Tel.,,C Reina Cristina,Telèfons,8003,54732069,932502997,BARCELONA,Pensions,651,,Ciutat Vella,,431748.13849314244,13,﻿99400377983,,True,1,,,4,9,Hostal Som Nit Born - HB-004575,277900,2015-02-17T14:15:40,4581501.407810393,,2022-09-17T08:14:31.530978,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.3821432021803,,226643,"Sant Pere, Santa Caterina i la Ribera",True,20001
,,2.178582057205438,Tel.,,C Calella,Telèfons,8002,54732069,933176841,BARCELONA,Pensions,651,,Ciutat Vella,,431317.07569733023,1,﻿75990281452,,True,1,,,2,10,Hostal Coral - HB-001276,55206,1996-09-18T00:00:00,4581436.322358324,,2023-10-03T10:03:06.146937,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.381520312800895,,148680,el Barri Gòtic,True,20001
,,2.1616910668255067,Tel.,,C Mallorca,Telèfons,8008,54732069,932151040,BARCELONA,Pensions,651,,Eixample,,429917.4160292457,253,﻿99400392518,,True,2,,,7,11,Hostal Ciudad Condal 2 - HB-004264,191204,2015-07-27T11:33:07,4582762.067134501,,2022-09-17T08:25:57.469519,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.39334015164014,,227151,la Dreta de l'Eixample,True,20001
,,2.162221310672058,Tel.,,C Balmes,Telèfons,8007,54732069,934526620,BARCELONA,Pensions,651,,Eixample,,429957.65172642586,55,﻿99400392520,,True,2,,,8,12,Hostal Eden II - HB-004120,32700,2015-07-27T11:42:46,4582338.309277279,,2022-09-17T08:25:57.736825,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.389527013969385,,227255,l'Antiga Esquerra de l'Eixample,True,20001
,,2.14557677132732,Tel.,,C Béjar,Telèfons,8014,54732069,933255953,BARCELONA,Pensions,651,,Sants-Montjuïc,,428552.4516750494,36,﻿75990025644,,True,3,,,15,13,Hostal Bèjar - HB-003673,37601,1996-09-17T00:00:00,4580970.149335469,,2023-10-03T10:45:56.201034,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.37708090657228,,136289,Hostafrancs,True,20001
,,2.1626914384056675,Tel.,,C Còrsega,Telèfons,8037,54732069,932200377,BARCELONA,Pensions,651,,Gràcia,,430007.3630193558,373,﻿99400315104,,True,6,,,31,14,Hostal Generator Barcelona - HB-004525,90502,2013-04-09T12:08:43,4583414.719786502,,2022-09-17T07:53:35.537580,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.39922620097492,,225707,la Vila de Gràcia,True,20001
,,2.1368875226945883,Tel.,,C Olzinelles,Telèfons,8014,54732069,644951248,BARCELONA,Pensions,651,,Sants-Montjuïc,,427820.28091275267,56,﻿99400392229,,True,3,,,18,15,Smart Room Barcelona - HB-004659,235208,2015-07-23T12:12:29,4580418.80556219,,2022-09-17T08:24:57.525257,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.37204981773073,,227667,Sants,True,20001
,,2.150925337044923,Tel.,,C Tuset,Telèfons,8006,54732069,936761856,BARCELONA,Pensions,651,,Sarrià-Sant Gervasi,,429020.9196640189,27,﻿99400392241,,True,5,,,26,16,Hostals Blanc Guesthouse - HB-004388,348408,2015-07-23T12:34:47,4583130.679351545,,2022-09-17T08:25:00.222526,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.396581483249285,,227320,Sant Gervasi - Galvany,True,20001
,,2.1569828830530757,Tel.,,C Còrsega,Telèfons,8008,54732069,932182453,BARCELONA,Pensions,651,,Eixample,,429525.19281044055,284,﻿99400392270,,True,2,,,7,17,Hostal Ca la Maria Barcelona Bed&Breakfast - HB-004663,90502,2015-07-23T13:51:18,4582908.163627701,,2022-09-17T08:25:03.608506,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.394621716165425,,227447,la Dreta de l'Eixample,True,20001
,,2.176549533537157,Tel.,,Bda Sant Miquel,Telèfons,8002,54732069,933017461,BARCELONA,Pensions,651,,Ciutat Vella,,431147.0353521276,1,﻿99400392272,,True,1,,,2,18,Pensió Canadiense - HB-003748,307706,2015-07-23T13:54:49,4581428.544399648,,2022-09-17T08:25:05.725593,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.381435725360134,,227575,el Barri Gòtic,True,20001
,,2.1783650844091276,Tel.,,C Avinyó,Telèfons,8002,54732069,933017570,BARCELONA,Pensions,651,,Ciutat Vella,,431297.8789066476,42,﻿75990021041,,True,1,,,2,19,Pensió Barcelona Gotic - HB-003781,29400,1996-09-17T00:00:00,4581325.272438287,,2023-10-03T10:03:59.799742,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.38051847905373,,134900,el Barri Gòtic,True,20001
,,2.13298923703695,Tel.,,Rbla Badal,Telèfons,8014,54732069,935271271,BARCELONA,Pensions,651,,Sants-Montjuïc,,427489.9942164505,65,﻿99400606895,,True,3,,,16,20,Hostal Nova Barcelona - HB-004693,30602,2018-08-20T09:30:06,4579994.080638316,,2022-09-17T10:54:02.402076,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.3681947911248,,232361,la Bordeta,True,20001
,,2.1577280772488945,Tel.,,C Balmes,Telèfons,8008,54732069,935321649,BARCELONA,Pensions,651,,Eixample,,429585.6552624961,129,﻿99400606903,,True,2,,,8,21,Hostal Forget Me Not Plus 1 - HB-004697,32700,2018-08-20T09:48:55,4582718.782487865,,2022-09-17T10:54:03.140467,65103001003001,Planol BCN >> Allotjament >> Pensions >> Pensions,41.39292132355964,,232455,l'Antiga Esquerra de l'Eixample,True,20001
